Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2019-01-02 00:00:00-05:00,50.908583724282856,52.57332272092195,50.81342682866761,52.2705078125,31868000,0.0,0.0,GOOGL
2019-01-03 00:00:00-05:00,52.071769274946,52.84441709717071,50.66920519192251,50.82284164428711,41960000,0.0,0.0,GOOGL
2019-01-04 00:00:00-05:00,51.66982611745576,53.52537405136797,51.387331238986945,53.42972183227539,46022000,0.0,0.0,GOOGL
2019-01-07 00:00:00-05:00,53.57345286950523,53.65919087290687,52.6650081503317,53.32317352294922,47446000,0.0,0.0,GOOGL
2019-01-08 00:00:00-05:00,53.822744092306515,54.187014353029106,52.94800088966492,53.79152297973633,35414000,0.0,0.0,GOOGL
2019-01-09 00:00:00-05:00,53.921373816141006,54.10226872880558,53.246355720704166,53.60715866088867,26998000,0.0,0.0,GOOGL
2019-01-10 00:00:00-05:00,53.27460152267623,53.51596107886595,52.7661099648934,53.46739196777344,26598000,0.0,0.0,GOOGL
2019-01-11 00:00:00-05:00,53.024812485295655,53.19678759299293,52.35723205425953,52.755699157714844,30864000,0.0,0.0,GOOGL
2019-01-14 00:00:00-05:00,52.20409844201894,52.45735358508798,51.966705303267354,52.1134033203125,28490000,0.0,0.0,GOOGL
2019-01-15 00:00:00-05:00,52.43554040677948,53.93524260925942,52.25860818593393,53.84801483154297,37518000,0.0,0.0,GOOGL
2019-01-16 00:00:00-05:00,54.02098291892573,54.63355115915483,53.922358694920945,53.99669647216797,38280000,0.0,0.0,GOOGL
2019-01-17 00:00:00-05:00,53.92137221845554,54.5512847285975,53.68694730126995,54.47298049926758,24896000,0.0,0.0,GOOGL
2019-01-18 00:00:00-05:00,54.94231563947383,55.40868122487252,54.48090716644396,54.87838363647461,44892000,0.0,0.0,GOOGL
2019-01-22 00:00:00-05:00,54.31834379181856,54.46554090505832,53.07387801299827,53.45747756958008,39632000,0.0,0.0,GOOGL
2019-01-23 00:00:00-05:00,53.865359331761276,54.16718355200719,52.90934000933146,53.74393844604492,25194000,0.0,0.0,GOOGL
2019-01-24 00:00:00-05:00,53.649778951310104,53.921868095896,53.030767545217564,53.72362518310547,29114000,0.0,0.0,GOOGL
2019-01-25 00:00:00-05:00,54.23062393672968,54.68311263158913,54.11019370892404,54.591426849365234,23260000,0.0,0.0,GOOGL
2019-01-28 00:00:00-05:00,54.024459013334045,54.18800591952664,53.25825047341647,53.5184440612793,29334000,0.0,0.0,GOOGL
2019-01-29 00:00:00-05:00,53.57691983324791,53.759799844010175,52.83252112922512,53.032745361328125,19704000,0.0,0.0,GOOGL
2019-01-30 00:00:00-05:00,53.39453753180842,54.492800671374724,53.358854642668284,54.41697311401367,29452000,0.0,0.0,GOOGL
2019-01-31 00:00:00-05:00,55.12320907469218,55.8879277682799,54.776782174572446,55.79970932006836,40232000,0.0,0.0,GOOGL
2019-02-01 00:00:00-05:00,55.621289087983165,56.22147020160237,55.22282575781473,55.43940353393555,33116000,0.0,0.0,GOOGL
2019-02-04 00:00:00-05:00,55.45873526005803,56.6149826428997,55.38439370064637,56.56938552856445,78408000,0.0,0.0,GOOGL
2019-02-05 00:00:00-05:00,55.98506964374711,57.13190198293184,55.686221170580836,57.08729553222656,82296000,0.0,0.0,GOOGL
2019-02-06 00:00:00-05:00,56.95843478322537,57.19285589279355,55.42651701277045,55.65102767944336,48256000,0.0,0.0,GOOGL
2019-02-07 00:00:00-05:00,55.102398533961725,55.11082297867961,54.19891086849053,54.80949783325195,38298000,0.0,0.0,GOOGL
2019-02-08 00:00:00-05:00,54.26283655557469,54.769346782323446,54.23112011299676,54.63454055786133,21766000,0.0,0.0,GOOGL
2019-02-11 00:00:00-05:00,54.70243535847709,55.18218244160579,54.51658336971669,54.62165069580078,18498000,0.0,0.0,GOOGL
2019-02-12 00:00:00-05:00,55.06224794643094,56.14514818740517,55.06224794643094,55.88346862792969,35036000,0.0,0.0,GOOGL
2019-02-13 00:00:00-05:00,56.154071635364986,56.64026189800341,55.8051642728651,55.935508728027344,28042000,0.0,0.0,GOOGL
2019-02-14 00:00:00-05:00,55.755603216750615,56.30721147033604,55.363579193970516,55.9637565612793,21106000,0.0,0.0,GOOGL
2019-02-15 00:00:00-05:00,56.46431324542036,56.46431324542036,55.345234849730225,55.48945617675781,27826000,0.0,0.0,GOOGL
2019-02-19 00:00:00-05:00,55.3412744861392,55.98555914866208,55.3412744861392,55.83043670654297,21980000,0.0,0.0,GOOGL
2019-02-20 00:00:00-05:00,55.94789489522291,56.04949489564427,55.09892423297482,55.53703689575195,24090000,0.0,0.0,GOOGL
2019-02-21 00:00:00-05:00,55.44732844940072,55.46566711581214,54.416468526979436,54.7252311706543,33272000,0.0,0.0,GOOGL
2019-02-22 00:00:00-05:00,54.9973232075196,55.37150386454631,54.54136721859264,55.33730697631836,29436000,0.0,0.0,GOOGL
2019-02-25 00:00:00-05:00,55.60345485849227,55.775429986057915,55.21589260034126,55.3754768371582,26208000,0.0,0.0,GOOGL
2019-02-26 00:00:00-05:00,55.22877557612181,55.826971639267626,54.84864709251726,55.607418060302734,35026000,0.0,0.0,GOOGL
2019-02-27 00:00:00-05:00,55.210929903988735,55.7917778993341,54.940825906361525,55.65102767944336,22092000,0.0,0.0,GOOGL
2019-02-28 00:00:00-05:00,55.45824724768078,56.20116004441718,55.429007465634214,55.832427978515625,27422000,0.0,0.0,GOOGL
2019-03-01 00:00:00-05:00,56.05296837179371,56.99461936094752,56.05296837179371,56.921268463134766,34086000,0.0,0.0,GOOGL
2019-03-04 00:00:00-05:00,57.22061031288976,57.76379409393072,56.412275862107286,57.16411209106445,35490000,0.0,0.0,GOOGL
2019-03-05 00:00:00-05:00,57.29197516228845,58.30747226410255,57.144286498752884,57.9456787109375,40094000,0.0,0.0,GOOGL
2019-03-06 00:00:00-05:00,58.07305648761124,58.22074516470668,57.64138311830009,57.73505401611328,23602000,0.0,0.0,GOOGL
2019-03-07 00:00:00-05:00,57.515008155745505,57.66765395338882,56.583762917385755,57.036746978759766,30086000,0.0,0.0,GOOGL
2019-03-08 00:00:00-05:00,56.19669080684739,57.16560018173033,56.01331546458372,56.99312973022461,23694000,0.0,0.0,GOOGL
2019-03-11 00:00:00-04:00,57.09373639455161,58.47697114634712,57.07242572690145,58.444759368896484,30032000,0.0,0.0,GOOGL
2019-03-12 00:00:00-04:00,58.59541814550061,59.7556281024795,58.59541814550061,59.33634567260742,42220000,0.0,0.0,GOOGL
2019-03-13 00:00:00-04:00,59.76653882003293,59.82551371065459,59.36906235006115,59.426055908203125,25888000,0.0,0.0,GOOGL
2019-03-14 00:00:00-04:00,59.42406585474902,59.70557005347522,59.03798966553307,59.1024169921875,27302000,0.0,0.0,GOOGL
2019-03-15 00:00:00-04:00,59.373519616495884,59.55788183348459,58.82884606559129,58.99190139770508,51886000,0.0,0.0,GOOGL
2019-03-18 00:00:00-04:00,58.96167247755781,59.22236136997121,58.55478091755831,58.905174255371094,24442000,0.0,0.0,GOOGL
2019-03-19 00:00:00-04:00,59.06227983897908,59.64164564416971,58.950274057369434,59.59456253051758,29788000,0.0,0.0,GOOGL
2019-03-20 00:00:00-04:00,59.54202103266397,60.958957174217076,59.45231659346772,60.78252029418945,41508000,0.0,0.0,GOOGL
2019-03-21 00:00:00-04:00,60.46385655086534,61.27863040668714,60.294358088650746,61.263267517089844,28150000,0.0,0.0,GOOGL
2019-03-22 00:00:00-04:00,60.90246076189057,61.139358531709284,59.77000079156712,59.851776123046875,34422000,0.0,0.0,GOOGL
2019-03-25 00:00:00-04:00,59.45083562608239,59.94049319456507,58.977036279224706,59.34279251098633,27576000,0.0,0.0,GOOGL
2019-03-26 00:00:00-04:00,59.729856977123,59.85177697646782,58.56865632835753,58.9691047668457,30752000,0.0,0.0,GOOGL
2019-03-27 00:00:00-04:00,59.072195171422834,59.072195171422834,57.69986152973623,58.382808685302734,29428000,0.0,0.0,GOOGL
2019-03-28 00:00:00-04:00,58.25841097953711,58.34513964794122,57.66021495319524,58.09832763671875,22402000,0.0,0.0,GOOGL
2019-03-29 00:00:00-04:00,58.49035641367044,58.67819355065065,57.80642232948979,58.32730484008789,30890000,0.0,0.0,GOOGL
2019-04-01 00:00:00-04:00,58.855117519223015,59.48255332690599,58.79663796251399,59.42209243774414,27706000,0.0,0.0,GOOGL
2019-04-02 00:00:00-04:00,59.47511092575361,59.760581566661074,59.038484302688786,59.74720001220703,18288000,0.0,0.0,GOOGL
