Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker,daily_pct_change,daily_return,log_return,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_histogram,bb_mid,bb_upper,bb_lower,volatility_20d,return_rank_pct
2019-01-02 05:00:00,36.750296458044986,37.68987565156259,36.59369932239069,37.469215393066406,148158800,0.0,0.0,AAPL,,,,,,,37.469215393066406,37.469215393066406,,0.0,0.0,0.0,,,,,
2019-01-03 05:00:00,34.16169817620422,34.57454401761466,33.69191057763836,33.73699188232422,365248800,0.0,0.0,AAPL,-0.099607730548658,-0.09960773054865801,-0.104924755669067,,,,36.89502716064453,37.192754392270686,,-0.2977272316261548,-0.059545446325230955,-0.23818178530092382,,,,,0.2
2019-01-04 05:00:00,34.29219923540596,35.24601358953824,34.11899533904399,35.17720413208008,234428400,0.0,0.0,AAPL,0.0426894091441041,0.04268940914410413,0.0418033456160548,,,,36.63074669471154,37.04345437299731,,-0.41270767828576993,-0.13017789271733876,-0.28252978556843117,,,,,0.2
2019-01-07 05:00:00,35.28160408429917,35.31244995449789,34.61725572428317,35.098907470703125,219111200,0.0,0.0,AAPL,-0.0022257784070323,-0.0022257784070323083,-0.002228259133506102,,,,36.39507912178717,36.899413861716255,,-0.5043347399290852,-0.20500926215968807,-0.2993254777693971,,,,,0.2
2019-01-08 05:00:00,35.48565323681881,36.021878993464554,35.238897140785376,35.768001556396484,164101200,0.0,0.0,AAPL,0.0190631029256922,0.019063102925692244,0.018883678648739622,,,,36.298605650188605,36.81560554280368,,-0.5169998926150754,-0.26740738825076554,-0.24959250436430985,,,,,1.0
2019-01-09 05:00:00,35.89612775325254,36.66487424188444,35.502267230819925,36.37540817260742,180396400,0.0,0.0,AAPL,0.0169818438207463,0.0169818438207463,0.01683926422342989,,,,36.31042142286842,36.78299833019655,,-0.47257690732812563,-0.3084412920662376,-0.16413561526188802,,,,,0.8
2019-01-10 05:00:00,36.18321706609208,36.53199984154206,35.79409933557466,36.49166488647461,143122800,0.0,0.0,AAPL,0.0031960249989644,0.0031960249989644307,0.0031909285670627513,,,,36.33830503265399,36.761418075106036,,-0.4231130424520444,-0.331375642143399,-0.09173740030864541,,,,,0.8
2019-01-11 05:00:00,36.27337496621485,36.46793199596804,35.94831676050969,36.13338470458984,108092800,0.0,0.0,AAPL,-0.0098181374568515,-0.009818137456851561,-0.009866653185661833,,,,36.306778828336434,36.71489708469743,,-0.40811825636099286,-0.34672416498691777,-0.06139409137407509,,,,,0.4
2019-01-14 05:00:00,35.79171663142042,35.89136830421048,35.4049703900353,35.59003829956055,129756800,0.0,0.0,AAPL,-0.0150372407531551,-0.015037240753155157,-0.015151446396007259,,,,36.1965110546786,36.63157421172433,,-0.4350631570457253,-0.3643919633986793,-0.070671193647046,,,,,0.2
2019-01-15 05:00:00,35.654106540640925,36.39437828584423,35.601907520616955,36.31845474243164,114843600,0.0,0.0,AAPL,0.0204668631356905,0.02046686313569057,0.02026023153594663,,,,36.21527162202523,36.6083801769619,,-0.3931085549366742,-0.3701352817062783,-0.022973273230395885,,,,,0.4
2019-01-16 05:00:00,36.32083304295525,36.98518137158213,36.30185124837653,36.762149810791016,122278800,0.0,0.0,AAPL,0.0122167936798531,0.012216793679853177,0.012142770926610088,,,,36.299406727989194,36.6197705202085,,-0.3203637922193039,-0.3601809838088834,0.039817191589579526,,,,,1.0
2019-01-17 05:00:00,36.58656655845522,37.4075118790449,36.36353502429012,36.980430603027344,119284800,0.0,0.0,AAPL,0.0059376503648396,0.0059376503648396195,0.00592009198829712,,,,36.40417963184122,36.646486081898786,,-0.24230645005756912,-0.33660607705862056,0.09429962700105143,,,,,0.4
2019-01-18 05:00:00,37.369553633249645,37.45971625451414,37.00890676859886,37.20821380615234,135004000,0.0,0.0,AAPL,0.006159560594904,0.006159560594904079,0.006140668041735753,,,,36.52787719711985,36.6880955429546,,-0.1602183458347497,-0.3013285308138464,0.14111018497909672,,,,,0.4
2019-01-22 05:00:00,37.11093601889627,37.18685958381331,36.21169197229735,36.3730354309082,121576000,0.0,0.0,AAPL,-0.0224460754712723,-0.02244607547127231,-0.0227018228859015,,,,36.504055386933445,36.66475775687709,,-0.1607023699436425,-0.27320329863980564,0.11250092869616313,,,,,0.8
2019-01-23 05:00:00,36.57470436511674,36.80959998409829,35.99340097474768,36.52013397216797,92522400,0.0,0.0,AAPL,0.0040441645718347,0.004044164571834763,0.004036008919431898,,,,36.50652901543106,36.65404488393567,45.32268010227101,-0.1475158685046054,-0.2480658126127656,0.1005499441081602,,,,,0.4
2019-01-24 05:00:00,36.565218274806185,36.65300590810053,36.00289663164888,36.23067092895508,101766000,0.0,0.0,AAPL,-0.0079261221613669,-0.0079261221613669,-0.007957700842632856,,,,36.46408930981937,36.62268385023341,68.60174799285873,-0.1585945404140361,-0.23017155817301974,0.07157701775898365,,,,,0.2
2019-01-25 05:00:00,36.89026034045168,37.51901986147669,36.61503346004078,37.43122863769531,134142000,0.0,0.0,AAPL,0.0331365022495557,0.03313650224955578,0.03259932298507062,,,,36.61287997564644,36.682576056712065,67.43749693822207,-0.0696960810656222,-0.19807646275154023,0.12838038168591803,,,,,1.0
2019-01-28 05:00:00,36.96383036040819,37.09195658871479,36.45845402993215,37.0848388671875,104768400,0.0,0.0,AAPL,-0.0092540315430357,-0.009254031543035723,-0.00929711610285008,,,,36.68548903588353,36.712373301932466,64.75158623472423,-0.026884266048938343,-0.16383802341101986,0.1369537573620815,,,,,1.0
2019-01-29 05:00:00,37.07296946155649,37.51903258864824,36.5652182166273,36.70045852661133,166348800,0.0,0.0,AAPL,-0.0103648917540873,-0.01036489175408739,-0.010418981324275186,,,,36.68779203445704,36.71149072598275,57.23223584548383,-0.023698691525709137,-0.1358101570339577,0.11211146550824858,,,,,0.8
2019-01-30 05:00:00,38.73383622739391,39.421909052183295,38.017288901847,39.20837020874024,244439200,0.0,0.0,AAPL,0.0683346144111642,0.06833461441116429,0.06610100084061996,36.43294010162354,,,37.07557329203907,36.896444761742565,66.96986370985954,0.17912853029650222,-0.07282241956786573,0.25195094986436795,36.43294010162354,38.643829586176054,34.22205061707102,,1.0
2019-01-31 05:00:00,39.41242410665209,40.09812563692884,39.04465950838577,39.49072265625,162958400,0.0,0.0,AAPL,0.0072013308894645,0.007201330889464508,0.007175525122687815,36.53401546478271,,,37.447134732686905,37.08861349466904,67.61429908673654,0.3585212380178646,0.013446311949280344,0.34507492606858425,36.53401546478271,39.10060224501771,33.96742868454771,0.03226013259839039,0.4
2019-02-01 05:00:00,39.61410648111566,40.09338329388807,39.36971809982081,39.509708404541016,130672400,0.0,0.0,AAPL,0.0004807647724323,0.0004807647724323072,0.000480649242076235,36.82265129089355,,,37.764453759126,37.267953858363256,70.65322955883715,0.49649990076274264,0.11005702971197281,0.3864428710507698,36.82265129089355,39.36306946309611,34.282233118690996,0.021427010670165725,0.8
2019-02-04 05:00:00,39.72088005381576,40.72926507583296,39.69003417696464,40.63198471069336,125982000,0.0,0.0,AAPL,0.0284050769158132,0.028405076915813288,0.02800913311057139,37.09539031982422,,,38.20561236705944,37.51714132890623,78.80200620095312,0.6884710381532102,0.2257398314002203,0.4627312067529899,37.09539031982422,40.03230544031469,34.15847519933375,0.020429700286945233,0.6
2019-02-05 05:00:00,41.013969357855885,41.54070233089087,40.89296450420444,41.3271598815918,144406400,0.0,0.0,AAPL,0.0171090626226655,0.01710906262266554,0.01696435086698365,37.40680294036865,,,38.68585044621826,37.799364925401456,78.72119353986317,0.8864855208168052,0.3578889692835373,0.5285965515332679,37.40680294036865,40.74567630758533,34.06792957315197,0.020406309127478338,1.0
2019-02-06 05:00:00,41.43868450470518,41.65697335385666,41.011606755653766,41.341407775878906,112958400,0.0,0.0,AAPL,0.000344758612204,0.0003447586122040658,0.0003446991966093544,37.68547325134277,,,39.09439772770452,38.06173846988127,77.61889752185152,1.0326592578232479,0.49284302699147947,0.5398162308317684,37.68547325134277,41.36173165707372,34.00921484561182,0.0203203115078255,0.8
2019-02-07 05:00:00,40.904829885716296,41.27022309791329,40.41606043860214,40.55842208862305,126966800,0.0,0.0,AAPL,-0.018939502290309,-0.01893950229030905,-0.019121151889416134,37.89462394714356,,,39.31963224476891,38.24667799719548,70.20371535940663,1.0729542475734348,0.6088652711078706,0.46408897646556424,37.89462394714356,41.729597208620085,34.05965068566703,0.02101005283755076,0.4
2019-02-08 05:00:00,40.26771919259328,40.66565407118559,40.13189521411374,40.606082916259766,95280000,0.1825,0.0,AAPL,0.0011751154305899,0.0011751154305899014,0.001174425522880199,38.100344848632815,,,39.51754773269059,38.42144873194098,69.58501959753059,1.0960990007496108,0.7063120170362187,0.38978698371339204,38.100344848632815,42.057899607538104,34.14279008972753,0.02102739119566941,0.6
2019-02-11 05:00:00,40.75857827237781,40.796704677929405,40.32966529975781,40.372554779052734,83973600,0.0,0.0,AAPL,-0.0057510629057382,-0.005751062905738236,-0.005767663947700271,38.312303352355954,,,39.64908727828477,38.56597510580111,74.77092008097182,1.0831121724836592,0.7816720481257069,0.3014401243579523,38.312303352355954,42.28036309418313,34.34424361052878,0.020890047653342264,0.4
2019-02-12 05:00:00,40.53221193539128,40.7466666211287,40.43689591378119,40.72045516967773,89134000,0.0,0.0,AAPL,0.0086172498255052,0.008617249825505269,0.008580333256162365,38.568824195861815,,,39.81391310772984,38.725566221643824,75.38321873770994,1.0883468860860148,0.8430070157177685,0.24533987036824634,38.568824195861815,42.45844670059791,34.67920169112572,0.020311947307469692,0.2
2019-02-13 05:00:00,40.83959548318567,41.09932481206212,40.48931684716783,40.55126953125,89960800,0.0,0.0,AAPL,-0.0041548071533765,-0.004154807153376572,-0.0041634623467092045,38.78046493530273,,,39.927352557502175,38.86080350383688,76.49523884381082,1.0665490536652982,0.8877154233072745,0.1788336303580237,38.78046493530273,42.614759384047574,34.94617048655789,0.020195231608147915,0.2
2019-02-14 05:00:00,40.43927202892135,40.80861016763848,40.36063769218149,40.69900131225586,87342800,0.0,0.0,AAPL,0.0036430864610048,0.003643086461004863,0.003636466494725013,38.97730751037598,,,40.046067750541205,38.99696630446051,73.01017669947878,1.049101446080698,0.9199926278619592,0.12910881821873876,38.97730751037598,42.779408370609325,35.175206650142634,0.02014090720527828,0.8
2019-02-15 05:00:00,40.80623611906368,40.91346345759115,40.44880923334926,40.60845947265625,98507200,0.0,0.0,AAPL,-0.0022246698120413,-0.002224669812041391,-0.002227148066141297,39.15870895385742,,,40.132589553943525,39.116336168771305,75.7391575732582,1.0162533851722202,0.9392447793240115,0.07700860584820868,39.15870895385742,42.90545130551494,35.411966602199904,0.020209621913008093,0.6
2019-02-19 05:00:00,40.43928799608219,40.85151940666658,40.38686508422347,40.7299919128418,75891200,0.0,0.0,AAPL,0.002992786275662,0.0029927862756620183,0.0029883168060405602,39.334797859191895,,,40.22449760915865,39.23586622388764,80.61017621053468,0.988631385271006,0.9491221005134105,0.03950928475759552,39.334797859191895,43.02618825336532,35.64340746501847,0.02021147054389991,0.6
2019-02-20 05:00:00,40.79194536512053,41.29949277774976,40.74428916750655,40.99210357666016,104457600,0.0,0.0,AAPL,0.0064353477992153,0.006435347799215396,0.006414729359179472,39.565751266479495,,,40.34259083492811,39.36595787964857,70.56785661816139,0.9766329552795412,0.9546242714666366,0.02200868381290455,39.565751266479495,43.04903648179095,36.08246605116804,0.019173363901211587,0.8
2019-02-21 05:00:00,40.93728769197398,41.07310799901791,40.579860855843705,40.76095581054688,68998800,0.0,0.0,AAPL,-0.0056388364086026,-0.005638836408602632,-0.005654794665565929,39.777792358398436,,,40.406954677331,39.46929105971511,64.82181805232852,0.9376636176158897,0.9512321406964873,-0.013568523080597639,39.777792358398436,42.985892671462594,36.56969204533428,0.019351171581603287,0.6
2019-02-22 05:00:00,40.88486432636196,41.22322795767942,40.83720814261498,41.21607971191406,75652800,0.0,0.0,AAPL,0.0111656827549029,0.011165682754902928,0.011103806685549894,40.027062797546385,,,40.53143545188224,39.598682811729844,68.07156633573612,0.932752640152394,0.9475362405876687,-0.014783600435274713,40.027062797546385,42.82294120120257,37.2311843938902,0.01911404653950392,0.4
2019-02-25 05:00:00,41.499648872153486,41.90711352229098,41.44960750385408,41.51632690429688,87493600,0.0,0.0,AAPL,0.0072847101054114,0.007284710105411429,0.007258304764043242,40.23131771087647,,,40.682957213792186,39.74073052229037,61.34027830092241,0.9422266915018156,0.9464743307704981,-0.004247639268682546,40.23131771087647,42.817743711932685,37.64489170982025,0.018073389235107762,1.0
2019-02-26 05:00:00,41.39241441823523,41.771286013409664,41.26373871380323,41.5401496887207,68280800,0.0,0.0,AAPL,0.0005738172473384,0.000573817247338404,0.0005736526771741887,40.45408325195312,,,40.8148329791658,39.87402083091484,53.29933580731323,0.9408121482509628,0.9453418942665911,-0.004529746015628278,40.45408325195312,42.63514140830438,38.27302509560187,0.017786957462700398,0.4
2019-02-27 05:00:00,41.273273603636405,41.69980140101289,41.158894387635335,41.6688232421875,111341600,0.0,0.0,AAPL,0.0030975707702309,0.003097570770230984,0.0030927831819405603,40.702501487731936,,,40.94621609655375,40.006969157675776,54.898212149711945,0.9392469388779716,0.9441229031888673,-0.004875964310895653,40.702501487731936,42.05954797139556,39.34545500406831,0.01739199807891128,1.0
2019-02-28 05:00:00,41.53776831669921,41.67835534148874,41.20416773449612,41.25897216796875,112861600,0.0,0.0,AAPL,-0.0098359166957179,-0.009835916695717928,-0.009884608875579673,40.80503158569336,,,40.994332415232975,40.09971012140118,61.79751028174756,0.8946222938317945,0.9342227813174527,-0.03960048748565825,40.80503158569336,41.985081979243105,39.62498119214361,0.00996348683849056,0.2
2019-03-01 05:00:00,41.52822531350751,41.73553167970715,41.19700998046142,41.69264221191406,103544800,0.0,0.0,AAPL,0.0105109269852823,0.010510926985282332,0.010456071247192864,40.91512756347656,,,41.10176469164545,40.2177050910688,66.19280486543097,0.8840596005766486,0.924190145169292,-0.040130544592643425,40.91512756347656,41.98455801681829,39.84569711013483,0.010070852363705947,0.4
2019-03-04 05:00:00,41.86421734557429,42.35508298576963,41.45436758783305,41.90234375,109744800,0.0,0.0,AAPL,0.0050297013324334,0.005029701332433412,0.005017094638951447,41.03475933074951,,,41.22493070062308,40.34249313987852,72.96124315070463,0.882437560744556,0.9158396282843448,-0.033402067539788804,41.03475933074951,41.96897948860181,40.10053917289721,0.01006792666765808,0.8
2019-03-05 05:00:00,41.92378549254291,41.9380819841972,41.59018493156289,41.82608795166016,78949600,0.0,0.0,AAPL,-0.0018198456581521,-0.001819845658152186,-0.001821503589019468,41.094464492797854,,,41.317416431551855,40.45238905186235,68.0682746195713,0.8650273796895078,0.9056771785653775,-0.040649798875869725,41.094464492797854,42.07192889840206,40.11700008719365,0.008135536663367679,0.6
2019-03-06 05:00:00,41.621171381521776,41.81656650222476,41.44722463850816,41.58543014526367,83241600,0.0,0.0,AAPL,-0.005753772781108,-0.005753772781108002,-0.005770389501594896,41.107378005981445,,,41.35864931058444,40.536318021743924,66.51449638214844,0.8223312888405161,0.8890080006204053,-0.06667671177988921,41.107378005981445,42.10441457359891,40.11034143836398,0.0073966965681511836,0.6
2019-03-07 05:00:00,41.43053652305642,41.566360471567705,40.98971225542988,41.10408782958984,99185600,0.0,0.0,AAPL,-0.0115747826580713,-0.011574782658071325,-0.011642291896976471,41.095512008666994,,,41.31948600581604,40.57837504454732,55.84594465149811,0.741110961268717,0.8594285927500678,-0.11831763148135077,41.095512008666994,42.08645137807548,40.10457263925851,0.007861674937333054,1.0
