Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker,daily_pct_change,daily_return,log_return,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_histogram,bb_mid,bb_upper,bb_lower,volatility_20d
2019-01-02 05:00:00,73.26000213623047,77.66799926757812,73.04650115966797,76.95649719238281,159662000,0.0,0.0,AMZN,,,,,,,76.95649719238281,76.95649719238281,,0.0,0.0,0.0,,,,
2019-01-03 05:00:00,76.00050354003906,76.9000015258789,74.85549926757812,75.01399993896484,139512000,0.0,0.0,AMZN,-0.025241497784936,-0.025241497784936007,-0.025565528700364833,,,,76.65765146108774,76.81260850694444,,-0.15495704585670467,-0.030991409171340936,-0.12396563668536373,,,,
2019-01-04 05:00:00,76.5,79.69999694824219,75.91549682617188,78.76950073242188,183652000,0.0,0.0,AMZN,0.0500639986737501,0.05006399867375011,0.04885111342984534,,,,76.9825513489853,76.95756348660944,,0.024987862375851932,-0.019795554861902362,0.044783417237754294,,,,
2019-01-07 05:00:00,80.1155014038086,81.72799682617188,79.45950317382812,81.47550201416016,159864000,0.0,0.0,AMZN,0.0343534141587427,0.03435341415874271,0.03377651087852466,,,,77.67377452824296,77.29222559976135,,0.3815489284816067,0.06047334180679946,0.32107558667480723,,,,
2019-01-08 05:00:00,83.2344970703125,83.83049774169922,80.83049774169922,82.8290023803711,177628000,0.0,0.0,AMZN,0.0166123599456398,0.01661235994563981,0.016475884077589695,,,,78.46688650549345,77.70235721313986,,0.7645292923535862,0.2012845319161568,0.5632447604374294,,,,
2019-01-09 05:00:00,82.64900207519531,83.38999938964844,82.06999969482422,82.97100067138672,126976000,0.0,0.0,AMZN,0.0017143547179709,0.0017143547179709895,0.0017128868892680703,,,,79.1598271464001,78.09262709893592,,1.0672000474641834,0.3744676350257622,0.6927324124384212,,,,
2019-01-10 05:00:00,82.05049896240234,83.1624984741211,81.08100128173828,82.81099700927734,130154000,0.0,0.0,AMZN,-0.0019284287379283,-0.0019284287379283116,-0.0019302905505940288,,,,79.72154558684275,78.44213598118344,,1.2794096056593105,0.5554560291524718,0.7239535765068387,,,,
2019-01-11 05:00:00,82.02749633789062,83.0145034790039,81.81099700927734,82.02799987792969,93724000,0.0,0.0,AMZN,-0.0094552313053293,-0.009455231305329326,-0.00950021578853727,,,,80.07638470854843,78.70775552909056,,1.3686291794578693,0.7180906592135514,0.6505385202443179,,,,
2019-01-14 05:00:00,80.75,82.41000366210938,79.75749969482422,80.8604965209961,120118000,0.0,0.0,AMZN,-0.0142329857935219,-0.014232985793521946,-0.014335246209543026,,,,80.19701729507884,78.86721782478728,,1.3297994702915616,0.8404324214291535,0.4893670488624081,,,,
2019-01-15 05:00:00,81.5999984741211,83.75800323486328,81.30049896240234,83.72799682617188,119970000,0.0,0.0,AMZN,0.0354623138435863,0.035462313843586335,0.034848007027612496,,,,80.740244915247,79.22727552859354,,1.5129693866534666,0.9749398144740162,0.5380295721794504,,,,
